,text,label
470,Car Dealerships are Non-Essential During COVID-19 and should be be closed!,False
471,Hazard Pay For The Front Line,False
472,UAH: Extend a Pass/Fail Option Due to COVID-19,False
473,Maharashtra CM : Make an announcement in Reduction & Deferment of School Fees !,False
474,To allow the children of a covid victim to remain in their home.,False
475,Help convince the SUSD that Students & Teachers Need Leniency in Grading during COVID-19.,False
476,"Glasgow Life, Reconsider Library Closures",False
477,Get Classes Moved To Online Due to Corona Virus (Covid-19),False
478,Release my mother due to COVID-19,False
479,"Allow venues, stadia, and hotels with Covid Controls in place to operate at capacity",False
480,Stop insurance providers from rejecting doctor-recommended cancer treatment.,False
481,"Let's get back golfing, rowing, playing tennis and picnicking again Ontario.",False
482,Fast food restaurants to print vehicle reg on takeaway packaging to discourage littering.,False
483,LOVE IS NOT TOURISM,False
484,#ProtectLibraryWorkers & communities: Don't reopen libraries until it's safe,False
485,Darden : Financial Relief for COVID-19,False
486,Close Pepperdine due to the Covid-19 Case in California,False
487,Keep NM Garden Nurseries Open,False
488,Stipend increment of Resident doctors who are working tirelessly to fight COVID19 PANDEMIC,False
489,Please help saving the life of my Father Kidnapped Dr Abbadi in Jordan,False
490,Hold the Chinese government accountable for COVID-19,False
491,Suspend school/college session until 2021,False
492,Keep our children safe and close the schools,False
493,Ensure Safe Watersports Access to Florida's Waterways during COVID-19 Pandemic,False
494,Powerful action against climate change by the governments,False
495,Continue Paying Northeastern Dining Hall Employees for the Next 30 Days,False
496,Australian Healthcare Workers demand safe Personal Protective Equipment for COVID-19,False
497,Force private nurseries to charge REDUCED fees during COVID-19 crisis,False
498,South Dakota High School Pass or Fail students -COVID-19,False
499,Save Maryland Restaurants,False
500,Re-Open Motocross Tracks Responsibly,False
501,Procurement of Covid-19 cure from Madagascar by the South African government.,False
502,Federal financial relief for restaurant industry — covid-19 pandemic,False
503,Close Petsmart Services in response to Covid-19 state of emergency,False
504,Venues should cancel South Padre Island Spring Break events to prevent COVID-19 exposure.,False
505,United Against COVID-19,False
506,I want people who are working during the Covid-19 pandemic to receive hazard pay.,False
507,Strongly Urge All Schools Closure in Edmonton for COVID-19,False
508,COVID-19 Requesting early release for Georgia work release program residents,False
509,Re-Open US Consulates for General Visa Appointments (Allowing Foreign Nationals to Travel),False
510,Close shopping malls  IMMEDIATELY to prevent the spread of COVID-19,False
511,I want the Covid Testing to be at an affordable price for ALL,False
512,UAW Local 2192 calls for covid-19 health and safety actions by Oberlin College,False
513,Allow 2020 Spring Sports to Continue Through the Summer,False
514,Postpone graduation!!!!!! DO NOT make it virtual,False
515,Stop Stephanie Alley from Potentially spreading the Coronavirus (CoVid 19 Virus),False
516,"Every penny counts- In case of death due to Covid, beneficiary to be granted tax exemption",False
517,Petition AGAINST Del Mar College School of Nursing Holding Back Graduates Due to COVID-19,False
518,"Student Loan Forgiveness for ""Covid-19"" Frontline Workers",False
519,Make UKZN shut down all campuses for an appropriate amount of time should COVID-19 worsen.,False
520,change school district grades from numerical to pass fail for 4th quarter due to covid,False
521,Hazard Pay For Transit Workers During Covid 10,False
522,Stand with Heine Brothers' Baristas during COVID-19 Outbreak: Give them the Choice!,False
523,Creat isolation hotel centers for COVID-19 self-isolation confirms,False
524,"Stop the barbaric wolf cull & poisoning in NWT, BC and AB",False
525,Extend JobKeeper For The Travel Industry Beyond March 28,False
526,Hazard Pay for COVID-19 Essential RI Workers,False
527,PM Modi: Tell Indian Men to Do an Equal Share of Household Chores in Your Next Speech,False
528,CONTRA LOS DESPIDOS EN ORANGE. ERE NO.,False
529,Coronavirus Europe - Let Google Vendor employees to work from home like Google employees,False
530,Opt-In and Implement AB 626 in Orange County,False
531,Chandler Unified School District must close schools until Covid-19 no longer is a threat,False
532,We want the COVID-19 Language Access Act!,False
533,Partial Reimbursement for University of Connecticut Spring 2020 Semester,False
534,Free 3 school teachers held in Italian covid centre for 2months. #FF3,False
535,Support for Farm Transitions and Sustainable Agricultural Practices,False
536,Demand that Micro-Businesses be priority to financial assistance for US COVID-19 relief!,False
537,Support Safe Schools for Saskatchewan,False
538,An Arts Sector-specific Rescue Package to Survive COVID-19 #HeartsForArts2020,False
539,Stop violence against doctors,False
540,Luxury Escapes to Honour Refund Policy Amidst COVID-19 Pandemic,False
541,Esami a distanza garantiti al Politecnico di Milano,False
542,Bring Thunder Bay District Out Of Lockdown and back into colour code system,False
543,Make Swiggy accessible with screen readers in Android for Visually Challenged People,False
544,Help change FL mandated clinical requirements for Nursing students in light of COVID-19,False
545,PETITION AGAINST PROPOSED CORONATION DRIVE WASTE PROCESSING PLANT,False
546,Shutdown Imperial county schools,False
547,Test Kits for CoVid-19 in Every City in the USA,False
548,Raise Awareness to Defeat COVID-19,False
549,Mary Seacole is now recognised as a  COVID-19  hospital in England,False
550,DONIAMO VENTILATORI POLMONARI AGLI OSPEDALI ITALIANI PUBBLICI,False
551,Housing for Healthcare Workers exposed to COVID-19,False
552,Student loan forgiveness for those working the front-lines of the COVID-19 pandemic,False
553,Luton mayor and councillors in breach of lockdown rules to resign,False
554,"Disinfect the streets, lobbies, transportation and stores everyday",False
555,In response to Okan University New payment schedule,False
556,Save 220k Massage Therapist's Careers  Covid-19 Licensed Health Care Economic Hardship,False
557,Extend COVID-19 Emergency Benefits / Prolonger les prestations d'urgence pour la COVID-19,False
558,Justice for Benny Davis,False
559,Demilitarize Walnut Creek Police Response!,False
560,"Rockford, IL Police Chief Daniel G. O’Shea Must Be Fired",False
561,URGENT! Irish Government Enact Vegan Law! to Stop COVID-19 & Stop Climate Change!,False
562,"""COVID-19 Relief"" for our incarcerated loved ones & DE DOC!",False
563,NO on SB20-163,False
564,Keep the test,False
565,"Name MUN's New Core Science Building the ""J. Fitzgerald Building""",False
566,Smoking Covid,False
567,"Halt Rent, Mortgage, and Utility Payments During COVID-19 Outbreak",False
568,#Don'tForgetStudents | #N'OubliezPaslesÉtudiants,False
569,Help the St. John’s University bowling team go to sectionals!,False
570,Lift Ban on Riding Road Registered Motorcycles During covid 19,False
571,Stop Allowing Flights with Covid Infected People to Land in Canada,False
572,"OPEN LETTER TO THE LEADERS OF THE COUNTRIES AND NATIONS OF THE EARTH

FOR THE POOR",False
573,Act now to save small businesses & start-ups - CBILS not available to so many...,False
574,"Support for NY State Licensed, High-Touch Service Professionals During Covid-19.",False
575,"Postponement of Final examinations for Mithibai College,in regards to Covid-19",False
576,Rescind Abbott’s Execute Order GA-13: Biased Bail Restrictions during COVID-19,False
577,"$2,000/month for Each Adult and $1,000/month for Each Child during COVID-19 crisis",False
578,Approve direct access to COVID-19 rapid screening tests,False
579,Restrict Northern BC Work Camps to Essential Operations Only - Covid-19,False
580,No Mandatory COVID-19 Testing For Ohio Athletics ( OHSAA) & Let Spectators In all Games.,False
581,Shut down all Visalia Unified School District Schools to prevent Corona Virus,False
582,ALTERNATIVE GRADUATION OPTION FOR CMS SENIORS,False
583,Protect Hanover community from Wegmans,False
584,Alberta golf courses should receive an exemption from mandated business closures,False
585,Petition for Online Teaching in QUB under COVID-19 Threat,False
586,University and College tuition reduction in Ontario,False
587,The easing of covid restrictions,False
588,Restrict Incoming Maui Flights to Slow Spread of COVID-19,False
589,Urge “shelter in place” order for the state of Utah,False
590,KKTC GİRNE AMERİKAN ÜNİVERSİTESİ ÖDEMELERİNE İNDİRİM İSTİYORUZ,False
591,Give NJ Teachers and school staff immediate access to the COVID-19 vaccine,False
592,Demand Johns Hopkins Protect its Graduate Employees amid COVID-19,False
593,Re-open unused wards of University Hospital of Hartlepool during Covid 19 pandemic,False
594,Postponing the JEE MAINS Examination april 2020 due to COVID-19 outbreak,False
595,Don't let new immigrants fall through the cracks during covid-19.,False
596,Protect our TWU community from COVID-19 by suspending face-to-face classes and meetings.,False
597,Urgent Action Needed: Strengthen Ethnic Studies in Stockton Unified School District,False
598,No More Live Markets - make the difference,False
599,SAVE THE NORTHCOTE PUBLIC GOLF COURSE,False
600,Postpone CBSE Board Exams,False
601,Pay rise for paramedics and nurses,False
602,Too Soon To Open Georgia!,False
603,Request to reconsider DPS Ruby Park school tuition and transport fees for COVID-19,False
604,Covid-19 Aesthetics / Salon / Massage Industry Warning & Economic Impact,False
605,Pause classes and encourage online classes to reduce the spread of Covid-19 in AMCKK,False
606,Allow Salons to Operate with New Health Guidelines,False
607,Open Letter to the AAMC Concerning the Medical School Application Cycle During COVID-19,False
608,Canadian Nurses Deserve Hazard Pay For Pandemics,False
609,Maharashtra demands Resignation from Uddhav Thackeray,False
610,BC Health | Mandatory Mask Usage Across BC Shared Public Spaces,True
611,Close Seattle Central College Campus Due to COVID-19 Death in Washington and New Cases,False
612,Rescue Australians Stranded in Peru due to Coronavirus,False
613,Improve COVID-19 Procedures In Correctional Facilities,False
614,Shut down Rosebank College,False
615,Stop Wildlife Medicine in China,False
616,Close Pace University NYC campus due to spread of COVID-19,False
617,Wearing face masks in public should be made mandatory by government to prevent COVID-19,True
618,Open Canada VACs in India,False
619,Reduction on Vehicle Insurance rate during COVID 19,False
620,Safeguard the Right of New Jersey Laboring Women to Have Support During COVID-19 Crisis,False
621,Petition for a Gradeless Semester,False
622,Davis Student Lease Cancellation and Rent Relief,False
623,Save the Hazlitt,False
624,Postpone CA exams for COVID Safety Reasons #CAExams,False
625,Humanitarian Appeal to Release Maulana Delawar Hossain Sayedee,False
626,Remove the CalTPA as a requirement for teachers in current educational programs,False
627,Extend the validity of PLABs and the English language test by the GMC,False
628,Release Safoora Zargar,False
629,Postpone 10th and 12th boards exam due to rise in Covid19 cases.,False
630,Fair rights for students during covid,False
631,Unmask Iowa's School Children,True
632,To allow Malaysians with valid work pass to travel in and out of singapore,False
633,Keep Omaha Public Schools Online Until COVID-19 Controlled,False
634,Joe Biden Must Step Down,False
635,"Central University of Lucknow is conducting exams from 16th , risking the health of studen",False
636,Financial Support for International Students in Australia facing hardships due to Covid-19,False
637,Freeze rent payments,False
638,"Animals are in pain, name groomers as an essential service in Ontario during COVID-19",False
639,2020-2021 Basketball Season,False
640,Save Schmidt,False
641,All frontline NHS staff to receive testing for COVID 19 if symptomatic.,False
642,"Hazard Pay for ""Essential"" workers",False
643,#FreeDarik,False
644,Start international flights in India,False
645,Please make masks mandatory in Georgia,True
646,Suspend Central Vista Project and Spend the Rs 200 Billion to Fight Covid-19,False
647,#LoveIsNotTourism: Petition for Binational Unmarried Couples to Reunite During Covid (US),False
648,Protect our children!!! Demand Covid release,False
649,Fight covid 19 san quentin,False
650,"Save the Coral City Camera, Don't Allow Disney Cruises to Destroy Our Urban Reef",False
651,Longer exercise hours - level 4 covid restrictions,False
652,Release Non-Violent Offenders in Prison Camps due to COVID-19,False
653,THE FATE OF AMAZONIA AND ITS GUARDIANS IS LINKED TO OURS - EUROPE MUST ACT IMMEDIATELY,False
654,Allow Reboot to open in San Francisco with COVID-19 safety precautions.,False
655,Petition to register Mesut Ozil in Arsenal's Premier League and Europa League squads,False
656,Arizona Stay At Home Orders : COVID-19,False
657,Petition: to award general promotion to students in colleges associated with BU Bhopal.,False
658,"Compassionate medical release for Previn Coleman, amid COVID 19 crisis in Elkton FCI Ohio",False
659,Guru Gobind Singh Indraprastha University FINAL YEAR EXAMS TO BE CONDUCTED ONLINE.,False
660,Let Wisconsin Golf,False
661,SAVE DEL MAR HORSEPARK,False
662,Stop MANDATORY  Covid Testing for Suffolk County Athletes,False
663,Shut down construction sites to prevent the spread of covid 19,False
664,Have the RIIL to allow Mount Saint Charles and Hendricken to play the championship games,False
665,"Transparency, Testing, and Online Instruction to Prevent a COVID-19 Outbreak at Mizzou",False
666,Lower SDSU Cost of Basic Tuition and Fees Due to COVID-19 and Transition to Online Classes,False
667,Protect Skateboard Retailers and Skateboarding As Essential Transportation During CoViD-19,False
668,Extend JobKeeper for Travel  Agency Agents and Mobile Travel Agents (Sole Traders).,False
669,The Heritage Private School: reduce payments for educational services during COVID-19,False
670,Keep Schools Closed Through COVID-19,False
671,Give Dolly Parton the Medal of Freedom,False
672,OUR LOVED ONES ARE DYING! Stop shielding nursing homes from liability!,False
673,Stop Greyhound Bus Lines from NYC,False
674,#FREE Donte Epps,False
675,COVID-19 IN Georgia's Prisons Rise,False
676,PROTECT OHIO’S FARMWORKERS FROM COVID-19,False
677,NO to the COVID-19 Public Health Response Bill,False
678,Pressure ICBC to Waive/Defer Monthly Insurance Premiums,False
679,Meralco: Bill Shock during the Covid Crisis,False
680,Stop Livermore Airport Expansion that includes new FBO & B737s. Reduce small plane noise.,False
681,Allow international students to remain in the U​.​S. to complete or continue their studies.,False
682,Minnesota Allow for the Operation of Guided Fishing and Charter Boat Captains,False
683,"Call for the resignation of Greg Glassman as CEO of CrossFit, Inc. #CancelGlassman",False
684,#SuspendOnlineClassesNOW,False
685,Lasershows statt Feuerwerke! #böllerfrei,False
686,Protect the UNT community from COVID-19 by suspending face-to-face classes and meetings.,False
687,Ban Gas-Powered  Leaf Blowers During COVID-19 Stay-At-Home Advisory in Massachusetts,False
688,"British people STILL showing support for Boris, despite the biased left media",False
689,"Separate Quarantine Wards, Med Check-ups for Women & Children in Jail",False
690,Keep Dr. Annie Bukacek on the Flathead City-County Health Board,False
691,"Stop Supporting Animal Cruelty, Tropical Smoothie Cafe!",False
692,Covid-19 Airbnb Hosts Economic Hardship,False
693,COVID-19,False
694,COVID-19 Impact: Need waiver for Small & Medium Business owners.,False
695,"Allocation of 20M to each Mp should instead go support health centers, doctors and nurses.",False
696,Abortion must be accessible for women across the EU,False
697,Conduct Final Examination for students in Online Mode to prevent risk of Covid Infection,False
698,"Request to set up a Covid 19 testing laboratory at GTA region, West Bengal.",False
699,Tamil Nadu needs to close colleges due to COVID- 19  Do You agree?,False
700,"LET'S GET HOUSE BILL 1532 PASSED, REDUCE JAIL & PRISON POPULATIONS FROM SPREADING COVID-19",False
701,Postpone/Cancel CAIE's in Pakistan May/June 2020 due to Coronavirus outbreak.,False
702,Release Currie Hall Residents from Leases Amid COVID-19 Pandemic,False
703,Allow Parents in Botswana  to Purchase Baby & Children's Essentials for the Winter,False
704,Save covid-19 old infected patients across the world,False
705,Change to Durham University Assesment in light of COVID-19 Pandemic.,False
706,Hospital visits to be permitted to critical patients who need their loved ones around them,False
707,Extend education loan grace period to support the graduates struggling to find jobs #COVID,False
708,COVID-19 Isn't Over and We Need Help: Tell the Senate to Pass the HEROES Act Immediately,False
709,Uso de mascarillas obligatorio en España para COVID-19,True
710,Hobart City Council should allow health workers to park for free during COVID-19 crisis.,False
711,Less Schoolwork during COVID-19 Quarantine,False
712,Requesting Free State Gov to provide list of companies who received Covid-19 Relief Fund,False
713,Allow Cruise Ships to come to Alaska,False
714,Doula Support in Nebraska Hospitals during COVID-19 Outbreaks,False
715,Cancellation of semester exam 2019-2020 and using our exam fees to Relief fund.,False
716,Announce holidays for teachers and non teaching staff to combat corona threat,False
717,Save Lives! Include ALL Diabetics in the COVID vaccine rollout in California,False
718,"#saveliveslivebetter-Walmart Canada, please help keep your associates and customers safer!",False
719,Summer 2020 Graduations to be POSTPONED not CANCELLED,False
720,Eviction Moratorium South Africa,False
721,Students concern related to fees submission amid this covid.,False
722,Cancel school for at least two weeks to slow down the spread of COVID-19,False
723,Protect Inmates And Correctional Facility Staff Against Covid,False
724,A green recovery from COVID-19 in Northern Ireland,False
725,Expansion of covid related subsidies to new businesses,False
726,Demand Science-Based School Reopening Criteria in AZ!,False
727,Stop all air travel to Ireland from covid hotspots in the US,False
728,新型コロナウイルス感染拡大に伴う差別行為＝「コロナ差別」に際して日本政府に対策を求めます ー #差別を許さない,False
729,"Cancel International A Level & IGCSE Exams 2021
(CIE & Edexcel)",False
730,La entrada de las Doulas al proceso de parto junto al acompañante de la paciente.,False
731,Shut Down Leeds Arts University for COVID-19,False
732,STOP THE COVID-19 VACCINATION CAMPAIGN,False
733,Pass all the CFISD students for the spring semester,False
734,Close All Educational Institutions for Teachers and Other Staff #KeepTeachersSafe,False
735,Alberni Grocers: Seniors-Only Hour Will Save Lives,False
736,Lower USask Tuition Rates for 2020/21,False
737,OFW DOLE Akap must be available to all OFW Landbased and Seabased.,False
738,Rakyat Dan LPP-TIPIKOR RI Mendesak Pemerintah RI Lakukan Kesepakatan Dengan UN-SWISSINDO,False
739,Make Insurance Companies Grant Full Benefit Access During Covid,False
740,�Act Now: Temp Las Vegas Rent Freeze,False
741,Suffolk County Executive Steve Bellone and Dr. Pigott (Suffolk DOH): Let ALL Sports Play!,False
742,Divert military spending to global covid relief!,False
743,Petition to Congress to Provide Economic Relief to Independent Physicians and Practices,False
744,Closing of school during lockdown,False
745,COVID support for those who went self-employed in last year,False
746,CLOSE ALL CAMPUS of University of Toronto to prevent COVID-19 Outbreak,False
747,Demand UMD Prioritize Students over Profit in Changing COVID-19 Response Policies,False
748,Make COVID Data Transparent at NC State,False
749,Appeal to the UN to prevent imminent starvation and a humanitarian crisis in Eritrea,False
750,Stop the COVID-19 Madness!,False
751,Change High School Hockey in New Jersey To a Spring Sport,False
752,"Prisoners sentence to be reduced due to Covid 19 , full lockdown and  no visits .",False
753,Postpone UCLA's 2020 Commencement Instead of Cancelling,False
754,"Keep YOUR Allied HEALTH Practitioners OPEN!  
Ease the burden OUR medical system may face.",False
755,7-POINT PUBLIC HEALTH DEMANDS: COVID-19  ACTION STEPS,False
756,Extend the Government's Paid Parental Leave to pregnant women during the COVID-19 crisis,False
757,Save California Seniors from a Death Sentence,False
758,"Visayan Electric Co. (VECO), ECQ Overbilling REFUND Now!",False
759,Stop mandatory COVID 19 testing for admission for pregnant women,False
760,Tests massifs du Covid-19 par PCR et traitement hydroxychloroquine et azithromycine !,False
761,No school or ECE during Alert level 3.,False
762,Ban - Free or Complimentary breakfast & happy hours Nationwide,False
763,Cancellation of Semester End Examination,False
764,Death of NM Small Business,False
765,Extend Free School Meals Into The Summer Holidays,False
766,COVID-19: Award Predicted Grades to A-Level Students (Including Pre-U and IB),False
767,Make Colorado Public Schools Remote This Fall,False
768,Covid-19: Governor Reynolds please close the IA Schools for the rest of the school year.,False
769,"Suspend ALL rent, mortgage, and utility payments during the COVID-19 pandemic",False
770,Allow federal inmates in the bureau of prisons access to tablets during Covid-19 pandemic!,False
771,Declare the Road Accident Fund an Essential Service,False
772,"Urban Outfitters, JCPenney, C&A #PayUp for orders, save lives",False
773,"Let's save the life of Shani Abeysekera, the greatest detective of Sri Lanka",False
774,Crisis Pay: Give Frontline Healthcare Workers The Pay They Deserve,False
775,"Designate Occupational, Physical Therapists and Speech Language Pathologists as frontline",False
776,Keep the Americans from making a movie about how well they handled Covid - 19,False
777,Covid-19: Urgent action plan for the Labour movement!,False
778,Osteopathic Manual Practitioners in Ontario Should Be Considered an Essential Service!,False
779,Stop World Travel and call it finally a pandemic!,False
780,State of Hawaii to freeze rent and mortgage payments during COVID-19 pandemic.,False
781,NHS COVID Medal,False
782,"""Withdraw EIA 2020 Draft""",False
783,Hazard Compensation for Shipyard Employees during Covid-19 Pandemic,False
784,Hair Salons Are An Inevitable Business - Make Us Essential!,False
785,#карантинвбеларусь,False
786,UPenn petition to reduce/forgive/rebate spring 2020 tuition due to COVID-19,False
787,"Initiative to combat ""COVID 19"" through Public Awareness",False
788,Ripartire dopo il COVID-19: Legalizzare la Cannabis per il futuro dell'Italia,False
789,The University of Alberta shouldn't charge full tuition for online classes!,False
790,Call for Action: Defund the Winnipeg Police Service,False
791,Reinstate NCLEX Testing,False
792,STOP hydropower project in Arunachal’s bio-diverse Dibang Valley,False
793,Petition for Pass/Fail Option in Spring 2020 Courses at UTEP,False
794,¡Urgente!,False
795,COVID,False
796,Cancellation of Semester End Exams (Goa University),False
797,Release of non violent prisoners to prevent a dangerous COVID-19 outbreak in prison,True
798,"Suspension of Rent, Mortgage, & Utility Payments During the Coronavirus Pandemic",False
799,Optional Pass/Fail for UIUC,False
800,Open up Outdoor Dining,False
801,Colorado COVID-19 Housing Relief,False
802,Muhyiddin Please Resign / Muhyddin Letak Jawatan,False
803,Keep Davis School District students safe by keeping hybrid schedule.,False
804,HELP TO SHARE! UTM should conduct classes fully online! - Covid-19,False
805,Massive COVID-19 testing now!,False
806,COVID-19 ERADICATION in Australia,False
807,COVID-19 closing Casinos to contain virus,False
808,Allow Frontline Healthcare workers to keep their children.,False
809,Make it easier for families to close the accounts of a loved one who dies,False
810,"COVID-19 MAY GET ERADICATED, BUT NOT OUR UNIVERSITIES ATROCITY",False
811,ALDI USA: make COVID-19 raises permanent!,False
812,Stop Murrayfield Ice rink from closing it’s doors for good,False
813,COVID related travel restrictions in Canada,False
814,Include Sports Academies in Covid-19 Relief Fund. SAVE them from shutting down,False
815,Milwaukee should require masks in public places to protect residents,True
816,Navajo President Nez: Immediately Allow Diné Relief Efforts During COVID-19 Curfews,False
817,FIGHT POVERTY BY SUPPORTING DISTRIBUTED RESERVED CRYPTOCURRENCY IN NIGERIA.,False
818,Cancel 2021 GCSE & A-Level Exams,False
819,Rehabilitation of those affected severely by Amphan,False
820,Make Selling dogs illegal unless you are a licensed and accredited breeder,False
821,"Tell Governor Kemp: Shut down Georgia TODAY, Save Lives",False
822,Lorenzo (USC Off-Campus Student Housing) Rent Waived/Reduced due to COVID-19,False
823,Canadians Demand Interest and Debt Relief from Banks During COVID-19,False
824,Stop treatment of covid-19 patients in Wolfson Cystic Fibrosis unit,False
825,Freeze Law Society of Ontario & LAWPRO Fees due to COVID-19,False
826,Protect UNM Graduate Students amid COVID-19,False
827,"Mandatory Medical Cover, Safety Gear and Job Security For Journalists",False
828,REQUEST FOR SCHOOL CLOSURE DUE TO HIGH RISK OF COVID 19,False
829,Close Pinkerton Due To Covid-19,False
830,Запрет на перекладку плитки в 2020 году в г. Москве,False
831,North Carolina COVID-19 Housing Relief,False
832,CU Denver switching to Pass/Fail Grading in response to COVID 19,False
833,CLOSE Seattle University campus due to COVID-19 death and new cases,False
834,Cover COVID-19 treatment in #Aarogyasri Scheme,False
835,"Governor Gretchen Whitmer: Suspend Rent, Mortgage, & Utility Payments During Pandemic",False
836,Tell Solano Co. to keep community safe during COVID & send staff home for Teleworking,False
837,"équipements de protection individuelle minimale, frottis et responsabilité pour lutter!",False
838,Stop EMI Payments During Crisis,False
839,Grant work from home to IT employees around India,False
840,Open Adult Slowpitch Softball in California,False
841,Delay or start school in stages,False
842,Save Knaresborough Arts and Crafts centre,False
843,Covid-19 protection for police officers,True
844,Make the Government fund PPE for Pharmacies,False
845,MAKE GYMS ESSENTIAL,False
846,SAVE our Hokitika SPCA animal shelter from closure,False
847,Allow dog walking during SA lockdown,False
848,Release imprisoned journalists worldwide,False
849,Save Grandma from COVID,False
850,Illinois Schools Should Void 4th Quarter Grading and Pass All 2019/2020 Classes,False
851,Help Sac Library Staff Get Paid During Covid-19 Closures,False
852,Partial fee refund due to Universities closure in the midst of COVID-19 outbreak,False
853,We want the Ministry of Education to re-consider the decision for school reopening,False
854,"Justice For Mehali Pastrikos, Wade Williams & Miguel Pechay! Sentence Appeal! TF Inquest!",False
855,Government Support for NW Ontario Tourism #savesunsetcountrytourism Before It's Too Late,False
856,Protect Mirrlee's fields from a potential building development of  200 houses.,False
857,Reschedule NCAA Wrestling Tournament,False
858,"Reclassification of Micro Gyms, Pilates, and Yoga Studios in St Louis",False
859,Tax free earnings for all healthcare workers during Covid-19 crisis,False
860,UAL: Save Our Degree Show!,False
861,Change the theme of Splash Mountain ride in Disney Parks,False
862,Hair Salons to open in Marion County (Indiana) following social distancing rules,True
863,BPS  Covid Safety Metrics,False
864,Save South Norwood Library,False
865,Return high school sports to Ohio,False
866,Open Capitation Model Funding (FHO) to All Family Physicians in Ontario Urgently!,False
867,Petition to extend mid-semester break of NITJ in light of the COVID-19 outbreak,False
868,Закрыть высшие учебные заведения Москвы на карантин в связи с пандемией коронавируса,False
869,Open our Garden Centres,False
870,COVID 19 Beauty Industry Economical Impact - Canada,False
871,Covid Death Relief Fund,False
872,"Close all Australian schools, decrease the risk of COVID-19",False
873,Withdraw the freeze in hike of dearness allowance of central govt employees and pensioners,False
874,We need a Break from online classes and exams!,False
875,Covid-19 Economic Relief for Property Owners,False
876,Petition for Online Teaching in Nottingham Trent University under COVID-19 Threat,False
877,"""No detriment"" Policy for UCD",False
878,Salviamo la Repubblica dell’Arte di Frigolandia dall’assurda minaccia di sgombero,False
879,Annastacia Palaszczuk & Jeanette Young to make a national apology to Nathan Turner family,False
880,CHANGE THE AMBULANCE SERVICE STATUS FROM ESSENTIAL TO EMERGENCY AFTER COVID-19,False
881,Fair treatment for easyJet staff,False
882,Trump must resign for admitting to downplaying COVID-19,False
883,The New School: Aid Students with a Partial Tuition and Housing Refund,False
884,Release or Home Confinement for Federal Prisoners from COVID-19 Coronavirus,False
885,COVID-19 : Non à la fermeture du Parc Oméga !,False
886,Close School I dont want covid 19,False
887,Close USF campus due to the COVID-19 (coronavirus),False
888,Stop Missouri's DESE From Spending CARES Act Funding on a Standardized Test,False
889,Petition to ask Philippines Senator Koko Pimentel to resign.,False
890,Close Douglas County Schools due to COVID-19,False
891,Close South Coast Plaza Mall - Stop Covid-19,False
892,Request To Make NOVA Spring 2020 Classes Pass/Fail An Option Due to COVID-19,False
893,"Diabetes to be added in Clinically Extreme Vulnerable ""Shielding"" list for COVID 19",False
894,"Protect Haida Gwaii, and North and Central Coasts - Restrict Non-Essential Travel Now",False
895,Free and voluntary COVID-19 testing for front-line Nurses in Ghana once every week.,False
896,Open House Ban During Covid-19,False
897,URGENT: PROTECT OKLAHOMA'S INMATES FROM COVID-19 BY REDUCING OVERCROWDING,True
898,ALL colleges TEST OPTIONAL for Fall 2020 applications amid COVID-19 pandemic,False
899,Postpone UPSC CSE Prelims 2020 to August '20 amidst COVID 19 pandemic,False
900,Get CoVID Vaccines to Nepal ASAP and prevent a humanitarian disaster,False
901,Compensate Essential Workers,False
902,Amend Recent COVID-19 Restrictions for Personal Care Services in London-Middlesex from,False
903,Petition against COVID-19 & Quarantine Bill: Say NO! to abuse of power and human rights.,False
904,KCL Has Coronavirus Case: Petition to Have Online Classes by March 9th,False
905,School safety.,False
906,NCAA Covid-19 Eligibility Relief,False
907,RI State schools to STOP charging campus fees when classes are online.,False
908,Let these military pets come home!,False
909,Texas State: Cancel all online class fees.,False
910,Vermeiden von Pandemien - Schließung chinesischer Tiermärkte,False
911,Help SJSU Students Cancel Their Lease at The Grad in the Middle of COVID-19 Outbreak!,False
912,Suspend mortgage and rent payments during Covid-19 crisis in New Jersey,False
913,COVID-19 Response to Support Families with Disabled Children,False
914,Save Roma St Parklands,False
915,Guarantee UEA Final Year Students A Graduation Ceremony,False
916,Uber’s “ Clean Air Fee” to be paid to Uber Drivers as Emergency Situation ( COVID-19 ),True
917,End Brookings City Council COVID Policies,False
918,Make Google Education Services available for Iran,False
919,Queens Park Allotment Covid-19,False
920,Close UO Eugene Campus due to COVID-19 Death in Washington and New Cases,False
921,Life-saving measures to protect Louisiana Prisoners from COVID-19,True
922,Require Face Masks in Idaho Shared Public Spaces,True
923,Give Stanford Graduate Students Housing Flexibility w/COVID-19 Concerns,False
924,Allow International Students to stay in the U​.​S. even with institutions going online,False
925,Close schools over coronovirus,False
926,Tax relief for key worker during Covid-19 crisis,False
927,Grant all illegal migrants leave to remain in Ireland.,False
928,Allow Dorset Council powers to limit tourists and protect our local NHS from a second wave,False
929,Bring back the six sports impacted by the St. Edward's University Athletics budget cuts,False
930,Break due to the Pandemic,False
931,Don’t forget Ltd company business owners during COVID-19,False
932,Provisional licenses for eligible  teens in MA who are affected by COVID-19 shut down.,False
933,EUA Approval From FDA For Rapid COVID-19 Tests,False
934,STOP oil drilling in The Bahamas,False
935,Delay reopening of Arkansas Public Schools because of COVID-19. Protect our children!,False
936,LockdownPakistan- economic losses now or disastrous economic and human losses later?,False
