text,annotation_104,annotation_101,annotation_102,annotation_103
Cdc guidelines sucked. They let unvaccinated use honor system. Didn’t work,masking and distancing,vaccination,vaccination,vaccination
"Just memes,no data?We all went to work outside of the home. Kids went to school, in person. We just followed CDC guidelines. We had 0colds, 0flus, 0tummy bugs. My family has never been so healthy. Wearing masks prevent the spread of many infections, not just Covid.  UR selfish","masking and distancing,lockdowns","masking and distancing,lockdowns",masking and distancing,"masking and distancing,lockdowns"
The California National Primate Research Center is in the news. Via #COVID19 #CovidVaccine https://t.co/HNin7U7TX8,vaccination,vaccination,vaccination,
Participants who received #CovidVaccine AZD1222 in phase I/II trial had developed detectable neutralising antibodie… https://t.co/rgY8rc0Gi7,vaccination,vaccination,vaccination,vaccination
📷 Currently our only hope! Late post #inktober2020 #prompt “ #hope ”. #covidvaccine #covid_19 #doodlerbasically… https://t.co/u3jJ9FuDOw,vaccination,vaccination,masking and distancing,
will not be enforcing the rules because they contradict CDC guidelines  https://t.co/hclKANhbQj via ,masking and distancing,,masking and distancing,
"Why do they say that? The CDC guidelines said if a person dies w/in 30 days of having COVID it is marked as a COVID death regardless.   If I kill myself 10 days after a positive COVID test, I died of COVID not suicide. That's an overcount",,,,
"Agreed.  Also needs to revise guidelines on masks.  Masks should be for all. Vaccinated and unvaccinated.  Especially indoors, for all events and/or offices and schools.","vaccination,masking and distancing,masking and distancing","vaccination,masking and distancing",,"vaccination,masking and distancing"
"Corona Update in India!
Total Confirmed:2.72M
Active Cases:0.67M
Total Recovered: 2M
Total Deaths:52163
Updated at:… https://t.co/WTJDYzWQsu",,,,
"CDC leaving it up to states to set guidelines for masks, director says  https://t.co/kyTHOTGMlj",masking and distancing,masking and distancing,masking and distancing,masking and distancing
"Notice the glaring omission of any mention of the NIH since the are neutral on IVM in C19. Which BTW, the NIH is the only US federal health agency responsible for creating treat guidelines.  Not the FDA or CDC!",masking and distancing,,,
#CovidVaccine  Reconstruction  of a Mass Hysteria: The Swine Flu Panic of 2009 https://t.co/3hltOyKQXD via ,vaccination,vaccination,,
Craig Bill Would Ensure Fair Distribution of COVID-19 Vaccine https://t.co/gqEWHQi3kz,vaccination,vaccination,vaccination,vaccination
CDC takes a 'sharp departure' in latest guidelines for schools:  https://t.co/EiidPwm1zh,lockdowns,,masking and distancing,
I have been saying for a quite awhile now that we should be allowed to have access to all Congress &amp; govt officials their medical records to see what medications they are prescribed &amp; what they are taking it for &amp; are they are following the cdc guidelines…,masking and distancing,,vaccination,
"It's actually even worse than that, CDC's offcial guidelines for PCR testing of fully vaccinated people say that maximum of 28 cycles is to be used, while the standard for u vaccinated people seems to remain between 37-40 cycles. That's a huge difference 🤬","vaccination,masking and distancing",vaccination,vaccination,vaccination
“The CDC’s relaxed guidelines on masking are meant to reassure vaccinated people that they are safe from serious illness. And they are. But the picture is less clear-cut for the unvaccinated who interact with them.”,"vaccination,masking and distancing","vaccination,masking and distancing","vaccination,masking and distancing","vaccination,masking and distancing"
CDC director weighs in on mask guidelines as virus variant spreads  https://t.co/eNN3AoppgV  https://t.co/PGxkyHW9HW,masking and distancing,masking and distancing,masking and distancing,masking and distancing
"THIS is why it’s key that we don’t rush, and we certainly shouldn’t think that a vaccine by Election Day is remotel… https://t.co/iGVNzxfMyw",vaccination,vaccination,vaccination,vaccination
"Trump used a marketing approach to the pandemic. He was a terrible communicator. I still don’t know his opinion on mask - “follow the CDC guidelines”, but he didn’t wear one. 🤦🏽‍♂️",masking and distancing,masking and distancing,masking and distancing,masking and distancing
"“Dr. Anthony S. Fauci, director of the National Institute of Allergy and Infectious Diseases, which is overseeing t… https://t.co/ioUkZ7R4Tp",,,vaccination,
"I’d like to add that all those covid cases could have definitely been avoided if the mass population followed all the cdc guidelines, cancer is not something you catch just by going to the grocery store","masking and distancing,lockdowns",,,
This is someone who clearly did not follow CDC guidelines or perhaps he followed the wrong CDC guideline,masking and distancing,,,
From August 18: #RobertLitan of  wants USGOV to pay each person $1000 to sell away their human genom… https://t.co/UaluptBQ7j,,,,
"We all want news about COVID treatments. On October 22nd, Mike Sullivan, CEO of will be sharing the l… https://t.co/BZjJDMVZCS",,,vaccination,
"Join the UF Center for European Studies for the free film series, ""Cinema on Tap"" at Cypress &amp; Grove. We are featuring the Hitchcock classic, To Catch a Thief. Grab your favorite person, your favorite local brew, and enjoy this suspenseful film! CDC guidelines will be followed.  https://t.co/Fclq81lzXi",,,,
"#CoronavirusVaccine #CovidVaccine 

Putin to Everyone rn : https://t.co/NiVqoenzgD",vaccination,vaccination,vaccination,
"""Well, I read that per CDC guidelines, masks are optional, so..""..",masking and distancing,masking and distancing,masking and distancing,masking and distancing
"Be part of the change! 🌎

Research Centers of America is looking for adult participants interested in being part of… https://t.co/S8sKR3eUhF",,,vaccination,
"People are talking about the economy of India and giving their views on it, with no analytical knowledge . It’s lik… https://t.co/NcXEV04ble",,,,
It's about time the CDC established guidelines for areas in the pool to be designated for those with diarrhea...,,,lockdowns,lockdowns
View VYF's comments to on their discussion draft of the Preliminary Framework for Equitable Allocation of… https://t.co/Gc0T9u8ITg,,,vaccination,
"BJP is openly offering #CovidVaccine in exchange of vote in #BiharElections2020 . #ElectionCommission should clear,… https://t.co/ECHBLo6yzt",vaccination,vaccination,,vaccination
"guidance must establish a process for vetting a #COVIDVaccine that is evidence-based, independent &amp; transpa… https://t.co/Br6sNCLuuU",vaccination,vaccination,vaccination,vaccination
"HOT topic...,continued (August 22, 2020; 10:18 HKT) #covidVACCINE #covidVACCINE",vaccination,vaccination,,
"""The 1986 decision by the U.S. Congress to grant total legal immunity to #vaccine manufacturers has resulted in dec… https://t.co/WI2neVbugM",vaccination,vaccination,vaccination,vaccination
"Great news for ⁦ and #globalhealth , but we will need to also focus on HOW we will deliver this #CovidVaccine!… https://t.co/jRyz1IpFHR",vaccination,vaccination,vaccination,vaccination
More than 225 Mumbaikars have volunteered to take part in the Phase II and III trials of #Covidshield – the potenti… https://t.co/K9KkXko45L,vaccination,vaccination,vaccination,vaccination
We are carefully following all CDC guidelines in order to keep you and your loved ones safe while also caring for your teeth.  #anthemaz #anthemsmile #dentist #oralhealth #dentalpractice #smile  https://t.co/hRig85D7RG,masking and distancing,,,
California virtue signaling and not following the science... I love it.  Los Angeles Times: California to require masks in schools despite CDC guidelines.  https://t.co/4CXCFBaDbp,masking and distancing,masking and distancing,masking and distancing,masking and distancing
4)..It now appears that the #CDC is back-tracking on its guidelines that vaccinated people do not have to wear masks. 'Vaccines may not protect those who are' immunocompromised'. Such a broad term could very well mean that everyone who was fully vaccinated needs to wear a mask..,"vaccination,masking and distancing","vaccination,masking and distancing",masking and distancing,"vaccination,masking and distancing"
"India’s #COVIDー19 vaccine may be available by end of 2020: Union Health Minister Dr. Harsh Vardhan on August 22, as… https://t.co/bSaKvuiRFo",vaccination,vaccination,vaccination,vaccination
"https://t.co/DX4dzpAGAo

Are you going to get Vaccine for corona for this year 2020🤨🧐😕😟… https://t.co/neR4EILXe2",vaccination,vaccination,vaccination,vaccination
"The first Battery 37 watch party of the 2021 season is almost here! Join us in Westfield for our first get-together in a looong time.   🆚 📆 Wednesday, July 7 🕢 7:30 PM ET 📍- Westfield ⚠️ If you are not vaccinated, please wear a mask per CDC guidelines.  https://t.co/JytEv5o9Me",masking and distancing,"vaccination,masking and distancing,lockdowns",masking and distancing,"vaccination,masking and distancing"
New CDC guidelines:   1. Fully vaccinated people do not need to worry about masking up or physically distancing in any setting.  2. Fully vaccinated people do not have to quarantine or test after a known COVID-19 exposure.   #CDC #Covid #CoronaVirus #HealthCare #Masks #Mask  https://t.co/InoBUwCi0F,"vaccination,masking and distancing,lockdowns","vaccination,masking and distancing",masking and distancing,"vaccination,masking and distancing"
"I don’t think now is a good time to get arrested for lewd conduct. Jail consists of a cell, and the room that they shoehorn you in doesn’t not accommodate for CDC guidelines.",masking and distancing,,,
"What kills me is I don't think they even believe what they paid ABT Marketing and PRR to deliver the 2016 CDC Guidelines nonsense! And these, ""Opioid pain medicines are bad"" policies are being picked up in several other countries! A previous statement from CDC said meds were good",,,,
Wearing a mask indoors doesn't protect vaccinated people from unvaccinated people who aren't wearing masks. If the CDC wants masks they need to change their guidelines so everyone is required to wear them indoors again.,"vaccination,masking and distancing","vaccination,masking and distancing","vaccination,masking and distancing","vaccination,masking and distancing"
We have to do a better job in education Americans! CDC should be mailing out to every address what you need to know and set up a hotline since states have not followed the guidelines. Old school but it works!,masking and distancing,,,
"California Will Keep Masking, Testing In Schools Despite CDC Guidelines That Vaccinated Teachers, Students Don't Need Masks  https://t.co/3hf8T7fm7t",masking and distancing,"vaccination,masking and distancing",masking and distancing,"vaccination,masking and distancing"
You clearly don’t watch the news. Tucker Carlson is not the news.  There are no CDC guidelines preventing people from gathering with family and friends. You don’t have to live in denial of COVID to make memories.,masking and distancing,lockdowns,masking and distancing,
"may reach the efficacy datapoint this month, but wants to have two months of safety data post 2nd injection… https://t.co/hg5NUlCQYm",vaccination,vaccination,vaccination,
"The CDC guidelines state a vaccinated person can be maskless. But, you are not allowed to ask their vaccination status. Catch-22...🤷‍♀️","vaccination,masking and distancing","vaccination,masking and distancing","vaccination,masking and distancing","vaccination,masking and distancing"
My favorite is when they put the disclaimer at the bottom saying that the commercial was filmed prior to the planned-demic or that CDC guidelines were practiced during filming. WHO CARES?,masking and distancing,,,
"They went. Their choice. Article doesn't indicate anything other than a number.  99.5% or better survival rate for healthy adults or so CDC says.  If they did/didn't follow guidelines, they can't blame anyone but themselves.",masking and distancing,,,
"No guarantee the will listen to science or reason, but still a relief so many are starting to come forward to say their guidelines are bad.",,,,
Federal judge sides with Florida in lawsuit with CDC over cruise ship guidelines  https://t.co/CTFo4Mx37B  https://t.co/v4i8nh841s,"masking and distancing,lockdowns",,vaccination,
Our open enemies as Black people will never have our best interest in mind. Also not all 'skinfolk' is 'kinfolk'. S… https://t.co/0LZ5YMIs3V,,,,
"Are you looking for a Logo Design for your brand?
You are in the right place, our Designart99 Team would love to wo… https://t.co/AT3mu85MJL",,,,
"Bharat Biotech is doing a great work..
#BharatBiotech 
#CovidVaccine https://t.co/CGvCBJUVkr",vaccination,vaccination,vaccination,
"Do you think india should order covid19 vaccine made by Russia as soon as possible ?
#RussianVaccine 
#CovidVaccine… https://t.co/rfGMCl2Emo",vaccination,vaccination,vaccination,vaccination
CDC issues school mask guidelines. What it means for Bay Area schools  https://t.co/XGDCrYrNbU,masking and distancing,masking and distancing,masking and distancing,masking and distancing
"#COVIDVaccine 
I for one will NOT take a rushed g… https://t.co/Jj06BNe94Z",vaccination,vaccination,vaccination,
$MRNA 🇺🇸 #Moderna stock rally fades as analysts weigh in on what U.S. government supply deal means for COVID-19 vac… https://t.co/hoxlGWm9Wa,vaccination,vaccination,,vaccination
"Breaking news : Nepal announces first Covid 19 vaccination.

#RussianVaccine
#CovidVaccine",vaccination,vaccination,vaccination,vaccination
"This is pathetic!

A supposed labor-leader defending #BigPharma?

The 4 major vaccine manufactures are… https://t.co/392aLdTueD",vaccination,vaccination,vaccination,vaccination
Health officials worry nation not ready for COVID-19 vaccine https://t.co/UUkxjRiXZ9 #COVIDVaccine #USHealth,vaccination,vaccination,vaccination,vaccination
I wait #whatiwantedtosay #COVID19 #COVID19Aus #russia #CovidVaccine https://t.co/coHK5eOpkj,vaccination,vaccination,vaccination,
"CDC's job: To provide trends on ""expensive and dangerous"" health threats.  FDA's job: To provide info about the nation's food and drug supply.  So why is the CDC publishing guidelines about prescribing drugs when it's FDA's expertise?  👇",masking and distancing,,,
"Vaccinated teachers and students don’t need to wear masks inside school buildings, the CDC said Friday in relaxing its COVID-19 guidelines.   https://t.co/eZ28gh0bus",masking and distancing,"vaccination,masking and distancing,lockdowns","vaccination,masking and distancing","vaccination,masking and distancing"
"Oxford, AstraZeneca Halt COVID-19 Vaccine Trial After Stage 3 Testing Volunteer Falls Sick

#oxfordvaccine… https://t.co/K0LikEK3Kl",,vaccination,"vaccination,vaccination",vaccination
"I've never seen someone squirm this much... 
#billgates #BillGatesBioTerrorist #covidvaccine #covid",vaccination,vaccination,,
Wow it's about time there is some sort of PSA warning the public about illegal fentanyl smuggled into the US! Pain patients have been screaming this since the 2016 CDC Guidelines So far it's been crickets from instead CDC counted illegal fentanyl as a legal TX,masking and distancing,,,
Important the link is here #CovidVaccine 👉 https://t.co/EboReP8Rh7 https://t.co/iuj6Lw437u,vaccination,vaccination,,
"Glad to see more spotlights starting to shine on the questionable policies and guidelines of the CDC. Here’s another good article detailing the possible miscues, or outright errors.",masking and distancing,,,
"India's hunt for #Covid19 vaccine. Take a look at this report. ((
#Coronavirus… https://t.co/vFQWeS9Kiy",vaccination,vaccination,vaccination,vaccination
"Guidelines for Covid-19:  Please practice social distancing - Do not share food and drinks If you are experiencing the following symptom - extreme difficult breathing,  please call 911 right away  You can do a million different things at home to stay sane: blob  and  think.","masking and distancing,lockdowns",masking and distancing,masking and distancing,masking and distancing
"Russia has developed a vaccine!

My Prediction: WHO will soon come with a study that will prove the vaccine does no… https://t.co/KlQKjfml42",vaccination,vaccination,vaccination,vaccination
"going in to (some) stores that post CDC guidelines ‘no masks for vaxxed ppl’. This non-lethal virus got my attention, though! I’m sure I picked it up going thru those low-vaxxed states. It wasn’t COVID THIS time. And the vaccine, which I am totally grateful for, 3/","vaccination,masking and distancing","vaccination,masking and distancing","vaccination,masking and distancing","vaccination,masking and distancing"
"You were right. The station's statement: ""April Moss objected to WWJ-TV's policies regarding COVID-19 testing and wearing masks inside our station, which are based on CDC, state and local guidelines."" Also...",,masking and distancing,"masking and distancing,masking and distancing",masking and distancing
"What are the Challenges faced by you due to #CoronaPandemic...?

Small or large, any Problem faced by you... Please… https://t.co/1df8f8i6Hv",,,,
"a. The CDC does NOT say vaccinated people must go around maskless. It says they can lose their masks, with a lot of caveats. Telling people not to wear masks is not ""contravening CDC guidelines"", any more than telling people to drive more slowly at night is against traffic code",masking and distancing,"vaccination,masking and distancing",masking and distancing,"vaccination,masking and distancing"
"In June, South Africa began recruiting participants for the continent's first #covidvaccine trial. Researchers were… https://t.co/waM9ggA9sC",vaccination,vaccination,vaccination,vaccination
"And this: 5 million doses exposed to room temperature...in South Korea.

Now imagine the -80C $bntx $pfe vaccine.… https://t.co/wMNmaeXqRk",vaccination,vaccination,vaccination,vaccination
"At the end of the day Democrats want you to wear masks and get vaccinated. They've always wanted you to follow the CDC guidelines.  Republicans have fought this at every turn and are only now ""coming around"" because their precious stock market took a hit.","vaccination,masking and distancing","vaccination,masking and distancing","vaccination,masking and distancing","vaccination,masking and distancing"
Does the CDC or WHO have any guidelines on how to deal with dumbasses? That may come in handy over the next few months. #mondaythoughts,,,,
"You mean Dems that are vaccinated, following cdc guidelines for vaccinated people and not having any symptoms because they are protected.  Considering your network pushes misinformation and straight out anti vax views on some shows this is rich",vaccination,vaccination,vaccination,vaccination
"This article is a bit confusing. The headline doesn’t say for unvaccinated only but in the article it says, “All vaccinated students and teachers can go without a mask indoors, according to CDC guidelines updated today.” #GetVaxxed","vaccination,masking and distancing,lockdowns","vaccination,masking and distancing","vaccination,masking and distancing","vaccination,masking and distancing"
As if by magic... #CovidVaccine https://t.co/4MCa4zZh7r,vaccination,vaccination,vaccination,
"CDC guidelines on clean-up. Honestly, anything you can’t boil should probably be discarded — better safe than sorry. 😕   https://t.co/NVkJOEYof0",masking and distancing,,,
"possibility of re-infection does NOT render the vaccine USELESS...,(August 28, 2020; 12:45 HKT) #covidVACCINE #COVID2019 #COVID",vaccination,vaccination,vaccination,vaccination
"#Novavax said on Monday it started a mid-stage study of its experimental #COVID19 #vaccine in #SouthAfrica, as the… https://t.co/BIKN4u5mlM",vaccination,vaccination,vaccination,vaccination
"Coronavirus Vaccine Tracker.
Updated: Sep 3, 2020 

Phase 1: 24 
Phase 2: 14
Phase 3: 9
Limited: 3
Approved: 0… https://t.co/u6MPmO4K4K",,vaccination,vaccination,vaccination
"#RussianVaccine #Russia  #coronavirus #CovidVaccine
Thanks Umcle pumtin ♥️♥️ https://t.co/KPUnQlAqV0",vaccination,vaccination,vaccination,vaccination
"If you were to participate in a voluntary trial for a Covid vaccine. Which one would you trust whole heartedly and try

#CovidVaccine",vaccination,vaccination,vaccination,vaccination
"are still alive. What life you want to live?
#COVID19 #coronavirus #lockdown #CoronavirusVaccine #COVID19pt… https://t.co/iLs3r55vWv","vaccination,lockdowns","vaccination,lockdowns",,
"May his recovery be quick &amp; easy. Thank you for sharing. It is terrible MSM &amp; CDC are not reporting. The spin &amp; guidelines are causing vacc’d to feel invincible. Please make sure it is reported. Also, try to get him to move &amp; not lie on his back. Wishing your whole family healing",,vaccination,vaccination,vaccination
Are you serious? Like just read the FDA and CDC paperwork dude It's an extremely rushed stripped-down set of guidelines.  The fact of the matter is that MRNA vaccines have been attempted to pass FDA guidelines for 30 years unsuccessfully.,"vaccination,masking and distancing",vaccination,vaccination,vaccination
So how many on that plane?  That 95% effective working out?  Being vaxxed working out?  They already gave it to a member of Pelosi’s staff so it doesn’t stop the spread either. Explain how this is a vaccine and how you defend a picture of anyone violating cdc guidelines please.,"vaccination,lockdowns",vaccination,vaccination,vaccination
Oh no! What on earth will #ScottyFromMarketing do now? #auspol  #CovidVaccine #NotMyPM #ScottyFromBunnings… https://t.co/PMZAz1yW0r,vaccination,vaccination,vaccination,
"""There is quite a possibility that the American public won't accept a vaccine because of all the things that are go… https://t.co/syG0dpm8gX",vaccination,vaccination,vaccination,vaccination
"Death toll in Mexico crosses 69 thousand, reached fourth place after America, India, Brazil.
#COVID19 #CovidVaccine… https://t.co/P1S9WoBEre",vaccination,vaccination,,
#INR opened at 73.68 levels as local &amp; Asian equities are trading in red. The trials of front-runner in… https://t.co/eNocy9vZ33,,,vaccination,
Ky. Dept. of Education reviewing new CDC mask guidelines; will issue guidance to school districts  https://t.co/2UmRVuMOgv ,masking and distancing,masking and distancing,masking and distancing,masking and distancing
"It doesn't matter how many 
Resources you have 
If you don't know how to use 
Them, it will never be enough.… https://t.co/NKhh7YDXwD",,,,
"#Cruise lines likely to follow CDC rules, no matter court decision (Cruise lines will continue to exceed CDC guidelines and recommendations! Who is this mysterious ""expert?"") fr  https://t.co/9H9j2vqtMX",masking and distancing,,,
"Not murky when they log the data…  State data, cdc guidelines and #4 in the nation in deaths per capita, top 15 globally when comparing states to countries.  https://t.co/9cT9lPZYXi",,,,
"Noah Brown: ""Experimental Research for COVID-19 Treatment gets Boost from 4,000 Shincheonji Church Members"" (Zambia… https://t.co/yT9LbZnvGx",vaccination,,,
"The biggest flaw in CDC guidelines are based on people being honest about whether or not they're vaccinated, people being smart and wearing masks if they're not and at minimum requires people have a brain.",masking and distancing,"vaccination,masking and distancing","vaccination,masking and distancing","vaccination,masking and distancing"
The civic-run King Edward Memorial (KEM) Hospital in #Mumbai began phase II and III trials of the Oxford Covishield… https://t.co/67ntLgYrkD,vaccination,vaccination,vaccination,vaccination
Interesting listen over my wfh coffee #covidvaccine https://t.co/rkA5Qqrneh,vaccination,,vaccination,
"The thing that also kills me is: when or if a #CovidVaccine comes to be, the anti-vaxxers… https://t.co/9hI9EdvD1J",vaccination,vaccination,vaccination,vaccination
This is why Vaxart has the answer with their covid pill vaccine #Warpspeed #vaxart #CovidVaccine,vaccination,vaccination,vaccination,vaccination
"Only mad when the CDC guidelines are not followed by state, county or city agencies for political reasons and not the same science from ",masking and distancing,,,
This Russian #CovidVaccine is 100% going to turn into the plot of ‘I am Legend’ 🤷🏼‍♂️. https://t.co/FukRiEufAb,vaccination,vaccination,vaccination,vaccination
"Which part of👇is so hard to understand, Many of us are boycotting flying until you lift the mask mandates. You don’t wait for CDC to set guidelines for your flight route, why are you allowing them to dictate to you. CDC has lost its credibility!","masking and distancing,lockdowns",masking and distancing,masking and distancing,masking and distancing
"Vaccinated teachers and students don't need to wear masks inside school buildings, the CDC said Friday. Read the new guidelines here.  https://t.co/ihiyOBzx60","vaccination,masking and distancing,lockdowns","vaccination,masking and distancing",masking and distancing,vaccination
"Moderna Vaccine won't be Ready before Election-- a Big Setback to President Trump 
#Moderna #Modernavaccine… https://t.co/Bokw8uaA1y",vaccination,vaccination,vaccination,vaccination
Is it really a shocker that I'm disappointed in yet again? The CDC guidelines still say unvaccinated people should wear masks and it's no longer required for any staff members per an email sent out today.,masking and distancing,"vaccination,masking and distancing","vaccination,masking and distancing","vaccination,masking and distancing"
"#CDCGuidelines ignore science, contradict their own collected data: 99.97% of youth under 18 survive Covid without vaccines or masks. #FollowTheScience or turn in your credentials!!! Forcing kids to vax or mask is #ChildAbuse of the worst kind! Shame, shame, shame!","vaccination,masking and distancing","vaccination,masking and distancing","vaccination,masking and distancing","vaccination,masking and distancing"
"This... major concern here in the Midwest. We have guidelines. We have the CDC, American Academy of Pediatrics statements. This is not over for parents of young kids. Just because some facilities don’t abide by evidence-based recommendations does not mean it’s okay.",masking and distancing,,,
"We MUST start putting the pieces together! The CDC is NOT ""revising/expanding"" their ""Guidelines"" because of public outcry &amp; the mass suffering &amp; avoidable deaths that have predictably resulted. They are doing it because it's PART OF THE #NationalPainStrategy Agenda!",masking and distancing,,,
"The virus is here to stay for at least an year, extending it by 21 days would not have any positive eff… https://t.co/flLnT94XUJ","masking and distancing,lockdowns",,,
"A mystery illness suffered by a participant has put the largest COVID-19 vaccine trial on hold, drug maker Johnson… https://t.co/eCTUNQtQU9",vaccination,vaccination,vaccination,vaccination
"We Laughed At Ganesh Gaitonde's Dialogue
""Sab Marr Jaayenge Bas Trivedi Bachega""

But Now It Seems Like ""Trivedi"" M… https://t.co/riyhhkkeFA",,,vaccination,
"*CDC Guidelines=Unscientific *CDC have NO business establishing “Guidelines, Rules or Law regarding Prescription of OpiatePainMeds. *The CDC “opioid crisis” DOSE LIMITS PainMeds. *DEA Overreach-REDUCED SUPPLY by 53% 💉Fentanil OD DEATH Crisis #RemoveCDCguidelines  #DefundTheDEA",masking and distancing,,,
Never said that. Never said unvaxxed should be masked. Never said people should lose rights. Pointing out the contradiction to CDC guidelines they’ve lectured about following for the last year +. People should make choices right for them. Chill&amp;stop putting words in my mouth,"vaccination,masking and distancing","vaccination,masking and distancing",masking and distancing,"vaccination,masking and distancing"
"..acknowledge the 100’s or maybe 1,000’s of CPP’s who by now have committed #SuicideDueToPain because of the CDC Guidelines &amp; DEA crackdown on anyone taking or being prescribed Opioids. Erin posted these messages days ago  &amp; then took her own life because she couldn’t deal 2/3",,,,
"CDC updates mask guidelines for K-12 schools, strongly recommends vaccination for children  https://t.co/kbL3laddTN",masking and distancing,"vaccination,masking and distancing","vaccination,masking and distancing","vaccination,masking and distancing"
Trudeau Confirms That Approved COVID-19 Vaccine Will Be Free for All Canadians #Covid19UK #CovidVaccine… https://t.co/IIyDRt29hP,vaccination,vaccination,vaccination,vaccination
We are carefully following all CDC guidelines in order to keep you and your loved ones safe while also caring for your teeth.  #barnumdental #dentist #oralhealth #teeth #smile #stratford #stratfordct  https://t.co/E1XaUKFVgy,masking and distancing,,,
"With all the information Dr. Fauci has given us, with all we know abt Putin, it’s enough to be sure they have NOTHI… https://t.co/sMYkyUDEO8",,,vaccination,
"The reason it hasn't ""lived up to expectations"" is because of the number of people here who took the warnings seriously and followed the CDC guidelines.  I'm pretty sure the people of India don't think it's a joke.",masking and distancing,,,
